Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Polished Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Soulstone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Soulstone
appliedenergistics2:facade:0, Cable Facade - Soulstone Slab Block
appliedenergistics2:facade:0, Cable Facade - Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - Nether Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - End Prosperity Ore
appliedenergistics2:facade:0, Cable Facade - §eInferium Ore
appliedenergistics2:facade:0, Cable Facade - §eNether Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eEnd Inferium Ore
appliedenergistics2:facade:0, Cable Facade - §eGrowth Accelerator
appliedenergistics2:facade:0, Cable Facade - Mystical Machine Frame
appliedenergistics2:facade:0, Cable Facade - Glowstone Lamp
appliedenergistics2:facade:0, Cable Facade - Witherproof Block
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Essence
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium
appliedenergistics2:facade:0, Cable Facade - §5Block of Insanium Coal
appliedenergistics2:facade:0, Cable Facade - Nether Star Crux
appliedenergistics2:facade:0, Cable Facade - Dragon Egg Crux
appliedenergistics2:facade:0, Cable Facade - Awakened Draconium Crux
appliedenergistics2:facade:0, Cable Facade - Neutronium Crux
appliedenergistics2:facade:0, Cable Facade - Nether Star Block
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 1x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 2x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 3x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 4x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 5x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 6x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 7x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 8x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 9x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 10x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 11x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 12x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 13x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 14x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 15x Compressed Air
appliedenergistics2:facade:0, Cable Facade - 16x Compressed Air
appliedenergistics2:facade:0, Cable Facade - tile.fake_ice.name
appliedenergistics2:facade:0, Cable Facade - Dimensional Blank Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Cross Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 1 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Pattern 2 Block
appliedenergistics2:facade:0, Cable Facade - Dimensional Small Blocks
appliedenergistics2:facade:0, Cable Facade - Activity Probe
appliedenergistics2:facade:0, Cable Facade - levarG
appliedenergistics2:facade:0, Cable Facade - dnaS
appliedenergistics2:facade:0, Cable Facade - Hologram
appliedenergistics2:facade:0, Cable Facade - Oak Trim
appliedenergistics2:facade:0, Cable Facade - Spruce Trim
appliedenergistics2:facade:0, Cable Facade - Birch Trim
appliedenergistics2:facade:0, Cable Facade - Jungle Trim
appliedenergistics2:facade:0, Cable Facade - Acacia Trim
appliedenergistics2:facade:0, Cable Facade - Dark Oak Trim
appliedenergistics2:facade:0, Cable Facade - Inventory Cable
appliedenergistics2:facade:0, Cable Facade - Soul Stone
appliedenergistics2:facade:0, Cable Facade - Stygian Iron Block
appliedenergistics2:facade:0, Cable Facade - Stygian Iron Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy
appliedenergistics2:facade:0, Cable Facade - Redstone Proxy (update)
appliedenergistics2:facade:0, Cable Facade - Antenna
appliedenergistics2:facade:0, Cable Facade - Antenna Base
appliedenergistics2:facade:0, Cable Facade - Antenna Dish
appliedenergistics2:facade:0, Cable Facade - Cactus Plank
appliedenergistics2:facade:0, Cable Facade - tile.structurize.blockSolidSubstitution.name
appliedenergistics2:facade:0, Cable Facade - Placeholderblock
appliedenergistics2:facade:0, Cable Facade - Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Spruce Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Birch Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Jungle Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Acacia Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Plain Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Crossed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Right-Left Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Left-Right Diagonal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Framed Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - Dark Oak Horizontal Timber Frame
appliedenergistics2:facade:0, Cable Facade - BarracksTower Placeholder
appliedenergistics2:facade:0, Cable Facade - Waypoint placeholder
appliedenergistics2:facade:0, Cable Facade - Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Restonia Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Palis Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Diamatine Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Void Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Emeradic Crystal Block
appliedenergistics2:facade:0, Cable Facade - Empowered Enori Crystal Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Green Block
appliedenergistics2:facade:0, Cable Facade - Ethetic Quartz
appliedenergistics2:facade:0, Cable Facade - White Lamp
appliedenergistics2:facade:0, Cable Facade - Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Yellow Lamp
